ticker,company_name,Current Market Value,Closing Price,Total Volume,% Chg in Price,Net Sales,FE Growth Sales Mean CY 1CY Roll Over -1AW,EBITDA Margin,Net Inc Before Extra & Disc Op,Free Cash Flow,Total Debt% Equity,Price / Earns Ratio,Entrpr Value/ EBITDA,Price /Sales CFY,Number of Insider Purchases (last year),EPS Report Date,FE Price_Tgt Mean ,Option Volume,Put/Call Ratio,Option Open interest,Theor. Imp Vol,Industry,Short Interest,3y BETA Rel to Loc Idx,Local Price 52 Week Low,Local Price 52 Week High,Average Daily Volume,Entrpr Value/ Sales,EV/FCF,1y - Compound Tot Ret,2y - Compound Tot Ret,5y - Compound Tot Ret,10y - Compound Tot Ret,IV Rank,IV Max - 1y,IV Min -1y,Exchng Ticker,Net Sales - 0y ago,Net Sales - 1y ago,Net Sales - 2y ago,Net Sales - 3y ago,Net Sales - 5y ago,Net Sales - 10y ago
MCD,McDonald's Corporation,"194,174.2",273.3,5.0,-0.2,"26,885.0",-0.0,54.2,"8,563.0","7,186.0",,25.6,17.9,8.1,0.0,20260211,330.6,"14,923.0",0.6,"241,335.0",24.4,Restaurants,1.5,0.1,272.0,341.8,5.0,10.2,38.0,-10.4,10.3,31.9,186.6,93.1,0.3,0.2,MCD-USA,"26,885.0","25,920.0","25,493.7","23,182.6","19,207.8","25,413.0"
APP,AppLovin Corp. Class A,"191,764.6",570.8,3.5,-2.1,"5,480.7",0.0,79.9,"3,432.7","3,971.1",166.1,67.1,52.8,42.0,0.0,20260211,659.9,"27,371.0",0.8,"317,265.0",68.2,Packaged Software,4.7,2.7,320.0,745.6,3.5,42.2,58.3,43.2,590.2,710.0,,36.3,1.0,0.6,APP-USA,"5,480.7","3,224.1","3,283.1","3,026.7","1,451.1",
CRWD,"CrowdStrike Holdings, Inc. Class A","190,294.4",747.6,5.2,-3.8,"4,729.7",0.5,1.4,-224.8,"1,241.5",19.1,,672.5,23.0,0.0,20260303,574.3,"86,464.0",1.4,"412,503.0",68.3,Packaged Software,3.1,1.8,342.7,785.7,5.2,22.1,85.6,53.0,142.2,246.1,,81.6,0.7,0.4,CRWD-USA,"4,812.0","3,953.6","3,055.6","2,241.2",874.4,
AMGN,Amgen Inc.,"182,540.0",338.2,2.3,2.2,"36,741.0",0.0,43.1,"7,711.0","8,100.0",640.3,23.0,14.1,4.8,0.0,20260203,352.3,"6,450.0",0.5,"122,993.0",26.2,Biotechnology,2.3,-0.0,267.8,391.3,2.3,6.1,27.6,20.3,17.0,68.0,186.1,58.0,0.3,0.2,AMGN-USA,"36,741.0","33,232.0","28,010.0","26,092.0","25,246.0","21,336.0"
APH,Amphenol Corporation Class A,"181,606.5",147.6,8.6,-0.6,"23,094.7",0.0,29.9,"4,270.3","4,378.1",119.8,40.4,25.6,7.5,0.0,20260128,183.9,"8,192.0",0.2,"178,623.0",51.6,Electronic Components,1.3,1.3,91.1,167.0,8.6,7.7,40.5,62.1,127.6,354.2,994.7,92.4,0.6,0.3,APH-USA,"23,094.7","15,222.7","12,554.7","12,623.0","8,598.9","5,568.7"
NEE,"NextEra Energy, Inc.","176,378.1",84.6,11.9,1.3,"26,526.0",0.0,53.1,"6,835.0","3,211.0",175.9,24.3,19.2,6.3,0.0,20260127,99.0,"10,927.0",0.5,"518,968.0",26.9,Electric Utilities,2.4,0.5,67.2,98.8,11.9,10.2,84.5,21.8,14.5,32.3,255.8,41.9,0.3,0.2,NEE-USA,"26,526.0","24,406.0","22,820.0","26,596.0","17,076.0","16,092.0"
TMO,Thermo Fisher Scientific Inc.,"176,129.8",474.0,1.9,1.7,"44,556.0",-0.0,25.1,"6,703.0","6,293.0",76.5,32.7,22.2,4.9,0.0,20260129,602.5,"1,348.0",0.6,"61,533.0",33.9,Medical Specialties,1.3,0.9,385.5,644.0,1.9,5.6,39.7,19.0,-16.2,7.9,219.0,70.7,0.4,0.3,TMO-USA,"44,556.0","42,879.0","42,857.0","44,915.0","32,218.0","16,965.4"
TJX,TJX Companies Inc,"174,432.1",157.9,5.9,0.5,"59,907.7",0.0,13.8,"5,369.0","4,917.0",135.1,30.8,19.5,2.8,0.0,20260225,180.6,"2,798.0",0.4,"172,913.0",21.8,Apparel/Footwear Retail,1.3,0.4,119.8,165.8,5.9,2.9,35.8,24.7,53.5,157.9,375.2,55.5,0.3,0.2,TJX-USA,"60,372.0","56,360.0","54,217.0","49,936.0","32,137.0","30,944.9"
GLW,Corning Inc,"172,781.7",200.8,12.3,-1.5,"15,629.0",0.0,23.5,"1,596.0","1,413.0",79.4,47.8,22.7,4.9,0.0,20260128,204.6,"51,767.0",0.6,"433,064.0",77.5,Electronic Components,2.7,1.3,49.5,211.8,12.3,5.4,59.9,299.7,456.4,428.8,"1,129.8",99.9,0.8,0.3,GLW-USA,"15,629.0","13,136.0","12,588.0","14,137.0","11,310.0","9,091.0"
DIS,Walt Disney Company,"172,591.7",99.4,7.5,-0.1,"95,617.0",0.0,19.8,"12,252.0","10,077.0",43.0,16.6,13.0,2.2,,20251113,132.8,"31,339.0",0.4,"663,461.0",25.3,Movies/Entertainment,1.5,1.4,92.2,124.7,7.5,2.7,24.8,-11.5,-1.3,-42.3,9.2,32.5,0.4,0.2,DIS-USA,"94,175.0","90,895.0","88,454.0","82,580.0","65,125.0","52,003.0"
BA,Boeing Company,"166,000.6",210.6,9.1,3.2,"89,462.0",0.0,-3.8,"2,234.0","-1,877.0","1,033.5",87.6,,1.9,4.0,20260127,270.8,"68,587.0",0.6,"888,822.0",33.8,Aerospace & Defense,2.1,1.3,176.8,254.3,9.1,2.2,-102.5,-1.3,14.1,-15.9,81.2,58.5,0.4,0.3,BA-USA,"89,462.0","66,518.0","77,794.0","66,607.0","58,161.0","96,114.0"
SCCO,Southern Copper Corporation,"164,020.1",196.6,1.0,-1.3,"13,420.0",0.3,58.6,"4,334.9","3,426.8",67.2,27.4,15.3,8.8,0.0,20260127,159.2,"3,367.0",0.9,"51,749.0",61.1,Other Metals/Minerals,15.4,0.8,85.5,221.7,1.0,9.0,35.4,126.1,91.1,275.9,"1,062.5",85.5,0.7,0.3,SCCO-USA,"13,420.0","11,433.4","9,895.8","10,047.9","7,984.9","5,045.9"
T,AT&T Inc,"163,633.4",23.6,51.9,-3.3,"125,648.0",-0.0,37.0,"21,953.0","19,442.0",143.5,8.1,6.8,1.4,0.0,20260128,30.3,"95,322.0",0.9,"1,053,990.0",26.9,Wireless Telecommunications,1.6,-0.2,23.0,29.8,51.9,2.7,17.3,-12.1,43.6,43.1,43.0,48.0,0.4,0.2,T-USA,"125,648.0","122,336.0","122,428.0","120,741.0","171,760.0","146,801.0"
ETN,Eaton Corp. Plc,"163,555.8",421.2,2.2,-0.6,"27,448.0",0.0,23.8,"4,087.0","3,553.0",55.0,30.5,20.5,4.5,4.0,20260203,463.7,"5,498.0",0.9,"102,672.0",42.6,Electrical Products,2.4,1.4,311.9,435.4,2.2,4.9,37.9,30.8,33.1,211.5,772.9,100.0,0.4,0.3,ETN-USA,"27,448.0","24,878.0","23,196.0","20,752.0","17,858.0","20,855.0"
BLK,"BlackRock, Inc.","161,354.2",990.9,0.8,3.2,"24,922.0",0.0,38.8,"5,553.0","3,749.0",26.8,30.3,18.5,6.9,0.0,20260115,"1,252.5","2,591.0",1.9,"34,438.0",30.1,Investment Managers,1.5,1.4,917.4,"1,219.9",0.8,7.3,48.4,3.0,33.1,26.3,251.0,57.3,0.4,0.2,BLK-USA,"24,922.0","20,904.0","18,656.0","17,616.0","16,932.0","11,517.0"
GILD,"Gilead Sciences, Inc.","160,150.1",129.0,6.2,0.1,"29,448.0",0.1,49.5,"8,510.0","9,456.0",112.5,18.1,11.6,5.2,0.0,20260210,160.7,"4,757.0",0.9,"162,772.0",31.3,Biotechnology,1.9,0.0,104.5,157.3,6.2,5.8,18.0,21.1,116.5,133.6,113.2,27.8,0.4,0.3,GILD-USA,"29,448.0","28,727.0","27,058.0","27,085.0","24,642.0","32,037.0"
DE,Deere & Company,"158,801.2",588.3,1.8,0.6,"46,410.3",0.0,25.9,"4,885.0","3,231.0",241.7,25.0,15.7,2.7,0.0,20251126,647.5,"6,282.0",0.6,"66,227.0",30.2,Trucks/Construction/Farm Machinery,2.2,0.8,433.0,674.2,1.8,3.9,55.7,16.2,64.3,75.0,707.6,49.1,0.4,0.2,DE-USA,"45,628.0","51,589.0","61,221.0","52,510.0","35,537.0","28,780.8"
CRM,"Salesforce, Inc.","156,109.6",190.6,14.2,-1.0,"41,122.3",0.0,30.3,"7,378.7","14,402.0",26.4,27.2,16.6,4.9,0.0,20260225,247.5,"90,983.0",0.5,"1,048,950.0",45.0,Packaged Software,7.9,0.9,163.5,276.8,14.2,5.1,14.7,-27.4,-18.4,-16.2,134.3,76.8,0.5,0.3,CRM-USA,"41,525.0","37,895.0","34,857.0","31,352.0","21,252.0","6,667.2"
UNP,Union Pacific Corporation,"155,630.0",262.1,2.9,0.7,"24,510.0",0.0,50.2,"7,138.0","5,499.0",177.7,19.3,13.7,5.6,0.0,20260127,293.5,"2,409.0",0.5,"121,952.0",27.1,Railroads,4.9,0.9,210.8,279.7,2.9,6.9,30.8,20.9,20.1,30.3,277.9,94.8,0.3,0.2,UNP-USA,"24,510.0","24,250.0","24,119.0","24,875.0","19,533.0","21,813.0"
ABT,Abbott Laboratories,"151,520.0",87.0,10.4,4.4,"44,328.0",0.0,25.7,"6,500.0","7,395.0",27.1,33.7,19.7,4.9,16.0,20260122,116.3,"5,490.0",0.6,"269,266.0",31.6,Medical Specialties,1.3,0.5,82.0,139.1,10.4,5.1,30.4,-33.6,-12.0,-12.5,167.7,95.8,0.3,0.2,ABT-USA,"44,328.0","41,950.0","40,109.0","43,653.0","34,608.0","20,405.0"
SCHW,Charles Schwab Corp,"150,592.1",86.6,11.3,1.6,"27,675.0",0.0,51.8,"8,852.0","13,273.0",64.5,21.5,10.2,6.5,4.0,20260121,115.6,"72,049.0",7.2,"519,926.0",31.1,Investment Banks/Brokers,1.2,1.0,84.0,107.5,11.3,5.3,11.1,-0.3,22.9,21.7,236.7,67.6,0.4,0.2,SCHW-USA,"27,675.0","25,999.0","25,521.0","22,307.0","12,109.0","6,426.0"
UBER,"Uber Technologies, Inc.","145,932.2",71.7,17.3,0.7,"52,017.0",-0.2,13.3,"10,053.0","9,763.0",45.5,17.3,25.5,3.3,0.0,20260204,104.7,"80,045.0",0.6,"1,274,619.0",37.6,Other Transportation,3.1,1.5,68.5,102.0,17.3,3.4,18.3,-13.1,12.4,47.2,,50.8,0.5,0.3,UBER-USA,"52,017.0","43,978.0","37,281.0","31,877.0","11,139.0",
COP,ConocoPhillips,"145,037.4",119.1,7.1,0.2,"58,714.0",0.5,39.5,"7,961.0","7,243.0",37.8,14.7,5.8,2.0,0.0,20260205,144.3,"9,824.0",0.4,"368,026.0",37.5,Oil & Gas Production,2.3,-0.4,85.2,135.9,7.1,2.3,18.6,39.9,11.4,138.9,266.7,65.0,0.4,0.3,COP-USA,"58,714.0","54,612.0","56,055.0","78,582.0","18,765.0","29,333.0"
PFE,Pfizer Inc.,"144,423.8",25.3,31.0,1.4,"62,579.0",0.0,37.9,"7,746.0","9,076.0",78.0,18.4,8.2,2.3,0.0,20260203,28.9,"64,903.0",0.5,"2,620,699.0",23.1,Pharmaceuticals: Major,2.8,0.1,23.1,28.7,31.0,3.1,21.6,16.1,-1.3,-15.9,20.5,42.2,0.3,0.2,PFE-USA,"62,579.0","63,627.0","59,553.0","100,330.0","41,651.0","48,851.0"
ISRG,"Intuitive Surgical, Inc.","144,247.0",407.3,2.7,2.8,"10,064.7",0.0,35.5,"2,856.0","2,490.7",1.0,71.9,55.9,20.4,0.0,20260122,570.4,"6,354.0",1.3,"120,346.0",36.3,Medical Specialties,1.9,1.1,396.7,603.9,2.7,19.8,80.2,-26.2,0.8,49.6,475.6,62.9,0.4,0.3,ISRG-USA,"10,064.7","8,352.1","7,124.1","6,222.2","4,358.4","2,377.2"
HON,Honeywell International Inc.,"141,469.4",223.3,6.2,-2.5,"37,442.0",0.0,23.0,"4,425.0","5,422.0",255.8,26.5,17.2,3.3,0.0,20260129,248.7,"25,652.0",0.5,"220,701.0",40.1,Aerospace & Defense,1.7,0.6,186.8,248.2,6.2,4.0,27.5,6.8,22.1,14.7,166.7,69.3,0.5,0.2,HON-USA,"37,442.0","34,715.0","36,647.0","35,453.0","32,640.0","38,564.0"
BX,Blackstone Inc.,"134,708.6",110.3,8.1,7.5,"13,654.7",0.0,56.5,"3,019.2","1,744.9",153.6,39.8,18.5,8.8,4.0,20260129,142.6,"35,896.0",1.4,"478,235.0",45.9,Investment Managers,2.5,1.5,101.7,190.1,8.1,10.5,82.5,-17.8,-1.6,41.7,561.2,68.8,0.5,0.3,BX-USA,"13,654.7","12,458.8","10,274.9","13,616.0","6,474.5","5,220.2"
PLD,"Prologis, Inc.","132,224.2",141.8,4.0,1.4,"8,790.1",0.0,67.1,"3,328.2","4,118.9",69.8,35.9,27.2,13.9,0.0,20260121,153.5,"2,027.0",6.6,"53,754.0",26.3,Real Estate Investment Trusts,1.3,1.4,103.4,147.9,4.0,18.5,39.5,34.6,41.3,34.2,288.9,49.8,0.3,0.2,PLD-USA,"8,790.1","8,201.6","8,023.5","5,973.7","4,438.7","2,197.1"
BKNG,Booking Holdings Inc.,"127,684.4",164.8,7.0,1.6,"26,917.0",-0.1,38.1,"5,404.0","9,087.0",,32.3,17.2,6.5,0.0,20260218,224.8,"9,454.0",0.8,"773,565.0",41.1,Other Consumer Services,3.3,0.8,150.1,233.6,7.0,6.6,19.5,-24.2,11.2,82.8,222.4,81.4,0.5,0.3,BKNG-USA,"26,917.0","23,739.0","21,365.0","17,090.0","6,796.0","9,224.0"
VRT,Vertiv Holdings Co. Class A,"127,309.1",331.4,3.9,-2.3,"10,229.9",0.0,21.6,"1,332.8","1,893.8",81.9,47.5,29.1,6.2,0.0,20260211,379.2,"19,983.0",0.9,"450,965.0",67.5,Electronic Production Equipment,3.6,1.6,107.4,379.9,3.9,6.3,34.1,195.4,245.7,"1,223.8",,78.5,0.8,0.5,VRT-USA,"10,229.9","8,011.8","6,863.2","5,691.5","4,370.6",
DHR,Danaher Corporation,"126,039.9",178.1,2.9,4.8,"24,568.0",0.1,31.3,"3,600.0","5,260.0",37.5,45.4,23.1,6.7,0.0,20260128,244.0,"1,462.0",1.3,"79,604.0",33.5,Medical Specialties,1.3,0.7,160.9,242.8,2.9,7.3,34.0,-6.6,-31.1,-14.7,183.2,60.1,0.4,0.3,DHR-USA,"24,568.0","23,875.0","23,890.0","26,643.0","22,284.0","14,433.7"
NOW,"ServiceNow, Inc.","121,591.5",117.9,34.3,1.2,"13,278.0",-0.0,20.3,"1,748.0","4,576.0",18.5,91.7,57.6,12.1,0.0,20260128,140.6,"212,284.0",0.4,"1,548,385.0",68.3,Packaged Software,5.7,0.9,81.2,211.5,34.3,11.8,34.2,-41.7,-10.7,28.4,701.7,87.0,0.7,0.3,NOW-USA,"13,278.0","10,984.0","8,971.0","7,245.0","4,519.5","1,005.5"
LMT,Lockheed Martin Corporation,"118,055.7",512.0,1.0,1.4,"75,048.0",0.0,12.2,"5,017.0","6,908.0",338.8,22.5,14.3,1.5,0.0,20260129,626.8,"5,561.0",1.1,"153,011.0",30.7,Aerospace & Defense,1.1,-0.1,410.1,692.0,1.0,1.8,19.0,9.5,15.4,51.3,179.4,63.0,0.4,0.2,LMT-USA,"75,048.0","71,043.0","67,571.0","65,984.0","65,398.0","40,536.0"
MO,"Altria Group, Inc.","117,393.3",70.3,7.7,0.4,"20,116.0",0.0,76.2,"6,927.0","9,074.0",,14.0,7.7,4.8,0.0,20260129,70.2,"25,295.0",0.2,"305,894.0",22.7,Tobacco,3.1,0.3,54.7,74.6,7.7,5.9,13.0,24.7,74.9,109.0,112.1,56.3,0.3,0.2,MO-USA,"20,116.0","20,444.0","20,502.0","20,688.0","20,841.0","18,854.0"
CVS,CVS Health Corporation,"116,581.7",91.4,7.6,3.8,"402,111.0",0.0,4.2,"1,768.0","7,807.0",106.3,57.1,9.1,0.3,0.0,20260210,101.5,"44,293.0",0.1,"347,867.0",30.6,Drugstore Chains,1.5,0.9,58.5,98.4,7.6,0.4,21.8,48.9,64.5,23.8,28.9,41.6,0.4,0.3,CVS-USA,"402,111.0","372,692.0","358,273.0","322,787.0","268,654.0","153,290.0"
LOW,"Lowe's Companies, Inc.","116,430.8",207.7,3.9,-0.1,"85,609.0",0.0,14.4,"6,677.7","7,651.0",,22.5,15.2,1.7,0.0,20260225,264.6,"9,556.0",3.3,"117,251.0",31.1,Home Improvement Chains,1.8,1.0,203.4,293.1,3.9,2.2,25.2,-7.5,-0.5,20.0,212.5,70.3,0.4,0.2,LOW-USA,"86,286.0","83,674.0","86,377.0","97,059.0","89,597.0","59,074.0"
NEM,Newmont Corporation,"114,729.6",107.5,6.2,0.8,"22,097.0",-1.1,59.4,"7,085.0","7,299.0",16.9,15.6,8.2,5.0,0.0,20260219,145.6,"20,388.0",0.1,"546,601.0",48.2,Precious Metals,1.8,0.3,52.1,134.9,6.2,4.9,14.8,96.3,166.5,74.7,288.1,57.3,0.6,0.3,NEM-USA,"22,097.0","18,557.0","11,775.0","11,949.0","11,417.0","6,085.0"
PGR,Progressive Corporation,"113,045.8",193.5,3.1,1.0,"87,637.0",-0.1,,"11,308.0","17,200.0",23.4,11.8,,1.5,0.0,20260128,234.6,"5,071.0",0.3,"44,990.0",27.7,Multi-Line Insurance,1.2,0.0,189.2,288.4,3.1,1.6,8.2,-28.2,0.5,116.6,676.1,72.5,0.3,0.2,PGR-USA,"87,637.0","75,343.0","62,082.3","49,586.4","42,638.1","20,831.5"
CDNS,"Cadence Design Systems, Inc.","112,532.9",408.0,2.9,0.9,"5,296.8",0.0,35.8,"1,108.9","1,586.9",48.7,77.0,44.7,16.1,0.0,20260217,387.2,"9,515.0",0.3,"153,873.0",47.5,Packaged Software,2.0,1.1,262.7,416.7,2.9,16.0,53.5,39.1,42.6,229.2,"1,551.8",78.1,0.6,0.3,CDNS-USA,"5,296.8","4,641.3","4,090.0","3,561.7","2,682.9","1,702.1"
BMY,Bristol-Myers Squibb Company,"111,742.1",54.7,11.5,3.4,"48,194.0",0.1,39.9,"7,054.0","12,845.0",255.2,15.6,7.5,2.3,0.0,20260205,63.4,"15,417.0",0.7,"699,040.0",29.2,Pharmaceuticals: Major,1.8,0.2,42.5,62.9,11.5,3.0,11.4,19.5,44.4,3.3,6.3,39.9,0.4,0.3,BMY-USA,"48,194.0","48,300.0","45,006.0","46,159.0","42,518.0","16,560.0"
COF,Capital One Financial Corp,"110,531.7",177.6,4.9,3.1,"69,072.0",0.0,,"2,062.0","26,140.0",46.0,60.2,,1.9,0.0,20260122,255.8,"13,225.0",0.2,"204,494.0",32.1,Major Banks,1.4,1.1,175.0,259.6,4.9,2.5,6.7,-7.8,33.4,17.0,195.7,43.5,0.4,0.3,COF-USA,"69,072.0","53,673.0","49,160.0","38,232.0","31,600.0","25,002.0"
SBUX,Starbucks Corporation,"109,285.8",95.9,8.5,-1.8,"37,681.3",0.0,13.6,"1,368.9","2,442.0",,51.2,20.6,2.6,0.0,20251029,107.3,"17,682.0",1.0,"514,112.0",31.7,Restaurants,4.6,1.0,78.0,108.9,8.5,3.2,48.4,13.7,22.9,-3.0,117.4,27.1,0.4,0.3,SBUX-USA,"37,161.9","36,148.0","35,952.0","32,228.3","23,512.5","19,148.7"
ACN,Accenture Plc Class A,"108,931.2",177.4,5.0,0.8,"71,187.2",-0.0,18.0,"7,623.5","10,874.4",26.6,21.4,12.7,2.4,0.0,20250925,245.0,"12,850.0",0.3,"209,247.0",57.0,Information Technology Services,3.9,0.8,155.8,321.8,5.0,2.3,14.9,-41.8,-34.2,-30.8,76.9,100.0,0.6,0.3,ACN-USA,"69,673.0","64,896.5","64,111.8","61,594.3","44,327.0","32,914.4"
VRTX,Vertex Pharmaceuticals Incorporated,"108,714.8",428.3,1.6,3.1,"12,074.6",0.0,41.1,"3,953.2","3,193.8",10.9,29.6,22.2,9.7,0.0,20260212,553.6,"1,519.0",1.5,"51,858.0",29.4,Pharmaceuticals: Major,1.8,0.2,362.5,507.9,1.6,9.3,35.2,-4.1,-8.9,102.9,355.9,21.5,0.5,0.3,VRTX-USA,"12,074.6","10,984.4","9,839.0","8,748.2","6,209.4","1,032.3"
PWR,"Quanta Services, Inc.","107,393.4",715.7,0.9,0.5,"28,479.7",-0.0,9.1,"1,028.4","1,620.8",71.8,62.1,26.8,2.2,0.0,20260219,802.8,"1,007.0",0.4,"39,557.0",49.3,Engineering & Construction,3.0,1.7,341.9,788.8,0.9,2.5,43.1,100.9,163.8,672.2,"2,990.8",99.9,0.5,0.3,PWR-USA,"28,479.7","23,672.8","20,882.2","17,073.9","11,202.7","7,576.0"
FTNT,"Fortinet, Inc.","107,318.3",146.5,8.0,2.2,"6,799.6",0.0,32.7,"1,853.4","2,225.8",85.8,32.8,26.1,8.9,0.0,20260205,108.3,"13,592.0",0.5,"242,838.0",50.2,Information Technology Services,3.2,1.1,70.1,149.0,8.0,8.6,26.1,42.4,149.1,240.1,"2,016.8",73.2,0.6,0.3,FTNT-USA,"6,799.6","5,955.8","5,304.8","4,417.4","2,594.4","1,009.3"
ADBE,Adobe Inc.,"103,572.2",256.2,4.9,0.9,"23,997.0",0.0,40.1,"7,156.0","9,852.0",57.5,19.2,14.3,5.8,0.0,20251210,319.6,"33,910.0",0.4,"655,214.0",58.5,Packaged Software,4.7,1.2,224.1,421.5,4.9,5.8,13.9,-37.9,-41.6,-48.0,159.6,89.7,0.6,0.3,ADBE-USA,"23,767.0","21,525.0","19,368.0","17,430.0","12,865.0","4,739.2"
SO,Southern Company,"102,009.4",90.5,6.6,1.2,"29,553.0",0.0,45.0,"4,341.0","-3,590.0",205.7,22.3,12.8,3.3,0.0,20260219,102.5,"2,644.0",0.5,"102,556.0",20.1,Electric Utilities,2.3,0.1,83.8,100.8,6.6,5.8,-47.9,4.3,20.1,68.7,172.5,100.0,0.3,0.2,SO-USA,"29,553.0","26,724.0","25,253.0","29,290.0","20,241.0","17,494.0"
FCX,"Freeport-McMoRan, Inc.","101,549.2",70.6,13.9,-1.3,"25,128.0",-0.0,32.1,"2,197.0","1,116.0",55.5,33.4,11.2,2.9,0.0,20260122,70.0,"58,075.0",0.5,"1,291,165.0",60.9,Other Metals/Minerals,2.1,0.9,35.2,72.1,13.9,3.6,82.1,77.6,39.3,80.7,604.1,97.6,0.6,0.3,FCX-USA,"25,128.0","25,140.0","22,707.0","23,334.0","13,872.0","14,960.0"
SPOT,Spotify Technology SA,"100,351.8",487.5,2.0,1.2,"19,395.7",-0.3,13.4,"2,496.4","3,267.2",23.5,47.8,43.5,6.3,0.0,20260210,603.2,"9,679.0",0.4,"170,286.0",46.7,Internet Software/Services,4.3,0.7,405.0,785.0,2.0,5.8,34.7,-27.3,55.5,110.0,,49.0,0.6,0.4,SPOT-USA,"19,395.7","16,953.3","14,321.5","12,324.8","8,983.0","2,151.3"
MDT,Medtronic Plc,"100,079.2",78.0,20.3,5.1,"35,241.3",7.8,27.0,"4,666.0","5,426.0",58.1,22.3,,3.0,0.0,20260603,100.8,"43,797.0",0.3,"211,013.0",28.2,Medical Specialties,1.1,0.6,73.3,106.3,20.3,,,-6.0,1.2,-26.2,22.1,62.6,0.4,0.2,MDT-USA,"36,364.0","33,537.0","32,364.0","31,227.0","30,117.0","28,833.0"
MAR,"Marriott International, Inc. Class A","99,344.8",376.8,1.1,2.3,"26,186.0",-0.0,16.6,"2,601.0","2,608.0",,32.6,23.1,3.2,0.0,20260210,382.3,"1,479.0",3.5,"64,674.0",29.2,Hotels/Resorts/Cruiselines,2.2,1.1,253.6,388.4,1.1,3.9,39.0,43.8,68.1,179.3,506.7,65.9,0.4,0.3,MAR-USA,"26,186.0","25,100.0","23,713.0","20,773.0","10,571.0","14,476.0"
CEG,Constellation Energy Corporation,"96,524.4",267.2,4.4,-1.0,"26,849.0",1.6,24.7,"2,319.0","1,288.0",65.4,47.8,17.5,4.1,0.0,20260224,371.2,"11,754.0",1.1,"234,619.0",48.6,Electric Utilities,3.1,1.6,243.3,412.7,4.4,4.4,90.8,-14.2,29.9,,,51.8,0.6,0.4,CEG-USA,"26,849.0","23,587.0","21,137.0","24,440.0","17,603.0",
BNY,Bank of New York Mellon Corp,"96,484.3",140.6,3.5,2.5,"40,550.0",0.0,,"5,549.0","5,177.0",172.9,15.7,,2.1,0.0,20260113,144.1,"2,414.0",0.4,"127,533.0",30.0,Investment Banks/Brokers,1.5,1.0,87.4,143.9,3.5,1.1,8.5,60.3,146.6,209.2,337.0,95.8,0.3,0.2,BNY-USA,"40,550.0","39,745.0","33,899.0","19,923.0","16,804.0","15,343.0"
SNPS,"Synopsys, Inc.","95,360.4",498.0,1.7,-0.7,"7,685.2",0.0,28.4,"1,182.3","1,349.2",40.3,56.3,46.5,10.7,0.0,20251210,568.6,"7,470.0",1.3,"78,540.0",47.8,Packaged Software,2.8,1.1,376.2,651.7,1.7,12.3,64.1,6.8,-11.3,98.7,857.2,57.6,0.6,0.3,SNPS-USA,"7,051.0","6,124.3","5,328.0","5,070.6","3,684.8","2,232.9"
DUK,Duke Energy Corporation,"94,362.3",121.0,3.5,0.6,"32,237.0",0.4,46.2,"4,967.0","-1,672.0",175.7,18.6,12.3,2.8,0.0,20260210,139.1,"1,893.0",0.1,"82,952.0",20.6,Electric Utilities,2.1,0.0,113.7,134.5,3.5,5.7,-110.0,7.3,25.7,44.3,126.9,88.7,0.2,0.2,DUK-USA,"32,237.0","30,357.0","29,060.0","28,768.0","23,868.0","22,350.0"
CMI,Cummins Inc.,"94,154.0",682.3,0.9,-0.6,"33,670.0",-0.3,14.8,"2,843.0","2,386.0",65.7,24.9,15.2,2.1,0.0,20260205,762.7,"1,194.0",1.5,"26,131.0",38.7,Auto Parts: OEM,1.3,1.5,307.9,718.1,0.9,2.3,32.0,113.6,157.3,193.9,677.6,95.8,0.4,0.2,CMI-USA,"33,670.0","34,102.0","34,048.0","28,074.0","19,811.0","19,099.0"
NET,Cloudflare Inc Class A,"93,785.1",265.3,3.9,1.2,"2,167.9",0.0,-2.0,-102.3,260.6,241.1,,,31.7,0.0,20260210,235.3,"15,240.0",0.8,"307,254.0",65.2,Information Technology Services,2.9,1.6,158.8,274.6,3.9,31.4,261.4,53.8,293.5,223.9,,75.9,0.8,0.5,NET-USA,"2,167.9","1,669.6","1,296.7",975.2,431.1,
UPS,"United Parcel Service, Inc. Class B","92,370.2",108.7,6.3,1.4,"88,635.0",0.0,13.8,"5,572.0","4,765.0",176.2,15.1,8.4,1.0,0.0,20260127,113.8,"26,901.0",0.3,"419,039.0",30.4,Air Freight/Couriers,3.2,1.0,82.0,122.4,6.3,1.2,22.5,18.5,-11.3,-35.8,54.1,28.7,0.4,0.3,UPS-USA,"88,635.0","90,894.0","90,745.0","100,034.0","84,432.0","58,050.0"
CME,CME Group Inc. Class A,"91,546.4",252.6,5.1,1.4,"6,520.6",0.0,69.9,"4,043.9","4,193.6",13.1,24.5,21.3,15.1,0.0,20260204,309.3,"5,592.0",0.7,"51,932.0",29.2,Investment Banks/Brokers,1.3,-0.0,244.6,329.2,5.1,15.0,23.3,-7.0,36.1,42.9,284.3,94.2,0.3,0.2,CME-USA,"6,520.6","6,130.1","5,578.9","5,019.4","4,883.6","3,319.5"
